custom_id,group
271--Colon_Normal-Normal-SRX381553-pe,Normal
271--Cancer_P-Colon_Cancer-SRX381569-pe,Colon_Cancer
271--Cancer_M-Colon_Metastasis-SRX381585-pe,Colon_Metastasis
