custom_id,group
215--N37-Colon-Normal-SRX1631736-pe,Colon-Normal
215--N37-CRBL-Normal-SRX1631737-pe,CRBL-Normal
215--N37-FL-Normal-SRX1631738-pe,FL-Normal
215--N37-Heart-Normal-SRX1631739-pe,Heart-Normal
215--N37-Liver-Normal-SRX1631740-pe,Liver-Normal
215--N37-Lung-Normal-SRX1631741-pe,Lung-Normal
215--N37-Pancreas-Normal-SRX1631742-pe,Pancreas-Normal
215--N37-SI-Normal-SRX1631743-pe,SI-Normal
215--N37-SM-Normal-SRX1631744-pe,SM-Normal
215--N37-Stomach-Normal-SRX1631745-pe,Stomach-Normal
