custom_id,group
896--A16-adenoma_norm-adj-ERX10332639-pe,adenoma_norm-adj
896--A17-adenoma_pre-lesion-ERX10332640-pe,adenoma_pre-lesion
896--A17-adenoma_norm-adj-ERX10332641-pe,adenoma_norm-adj
896--A18-adenoma_pre-lesion-ERX10332642-pe,adenoma_pre-lesion
896--A18-adenoma_norm-adj-ERX10332643-pe,adenoma_norm-adj
896--A19-adenoma_pre-lesion-ERX10332644-pe,adenoma_pre-lesion
896--A19-adenoma_norm-adj-ERX10332645-pe,adenoma_norm-adj
896--A20-adenoma_pre-lesion-ERX10332646-pe,adenoma_pre-lesion
896--A2-adenoma_norm-adj-ERX10332647-pe,adenoma_norm-adj
896--A20-adenoma_norm-adj-ERX10332648-pe,adenoma_norm-adj
896--A21-adenoma_pre-lesion-ERX10332649-pe,adenoma_pre-lesion
896--A21-adenoma_norm-adj-ERX10332650-pe,adenoma_norm-adj
896--A22-adenoma_pre-lesion-ERX10332651-pe,adenoma_pre-lesion
896--A22-adenoma_norm-adj-ERX10332652-pe,adenoma_norm-adj
896--A23-adenoma_pre-lesion-ERX10332653-pe,adenoma_pre-lesion
896--A23-adenoma_norm-adj-ERX10332654-pe,adenoma_norm-adj
896--A24-adenoma_pre-lesion-ERX10332655-pe,adenoma_pre-lesion
896--A24-adenoma_norm-adj-ERX10332656-pe,adenoma_norm-adj
896--A25-adenoma_pre-lesion-ERX10332657-pe,adenoma_pre-lesion
896--A3-adenoma_pre-lesion-ERX10332658-pe,adenoma_pre-lesion
896--A25-adenoma_norm-adj-ERX10332659-pe,adenoma_norm-adj
896--A26-adenoma_pre-lesion-ERX10332660-pe,adenoma_pre-lesion
896--A26-adenoma_norm-adj-ERX10332661-pe,adenoma_norm-adj
896--A27-adenoma_pre-lesion-ERX10332662-pe,adenoma_pre-lesion
896--A27-adenoma_norm-adj-ERX10332663-pe,adenoma_norm-adj
896--A28-adenoma_pre-lesion-ERX10332664-pe,adenoma_pre-lesion
896--A28-adenoma_norm-adj-ERX10332665-pe,adenoma_norm-adj
896--A29-adenoma_pre-lesion-ERX10332666-pe,adenoma_pre-lesion
896--A29-adenoma_norm-adj-ERX10332667-pe,adenoma_norm-adj
896--A30-adenoma_pre-lesion-ERX10332668-pe,adenoma_pre-lesion
896--A3-adenoma_norm-adj-ERX10332669-pe,adenoma_norm-adj
896--A30-adenoma_norm-adj-ERX10332670-pe,adenoma_norm-adj
896--A31-adenoma_pre-lesion-ERX10332671-pe,adenoma_pre-lesion
896--A31-adenoma_norm-adj-ERX10332672-pe,adenoma_norm-adj
896--A32-adenoma_pre-lesion-ERX10332673-pe,adenoma_pre-lesion
896--A32-adenoma_norm-adj-ERX10332674-pe,adenoma_norm-adj
896--A33-adenoma_pre-lesion-ERX10332675-pe,adenoma_pre-lesion
896--A33-adenoma_norm-adj-ERX10332676-pe,adenoma_norm-adj
896--A34-adenoma_pre-lesion-ERX10332677-pe,adenoma_pre-lesion
896--A34-adenoma_norm-adj-ERX10332678-pe,adenoma_norm-adj
896--A35-adenoma_pre-lesion-ERX10332679-pe,adenoma_pre-lesion
896--A4-adenoma_pre-lesion-ERX10332680-pe,adenoma_pre-lesion
896--A35-adenoma_norm-adj-ERX10332681-pe,adenoma_norm-adj
896--A36-adenoma_pre-lesion-ERX10332682-pe,adenoma_pre-lesion
896--A36-adenoma_norm-adj-ERX10332683-pe,adenoma_norm-adj
896--A37-adenoma_pre-lesion-ERX10332684-pe,adenoma_pre-lesion
896--A37-adenoma_norm-adj-ERX10332685-pe,adenoma_norm-adj
896--A38-adenoma_pre-lesion-ERX10332686-pe,adenoma_pre-lesion
896--A38-adenoma_norm-adj-ERX10332687-pe,adenoma_norm-adj
896--A39-adenoma_pre-lesion-ERX10332688-pe,adenoma_pre-lesion
896--A39-adenoma_norm-adj-ERX10332689-pe,adenoma_norm-adj
896--A40-adenoma_pre-lesion-ERX10332690-pe,adenoma_pre-lesion
896--A4-adenoma_norm-adj-ERX10332691-pe,adenoma_norm-adj
896--A40-adenoma_norm-adj-ERX10332692-pe,adenoma_norm-adj
896--A41-adenoma_pre-lesion-ERX10332693-pe,adenoma_pre-lesion
896--A41-adenoma_norm-adj-ERX10332694-pe,adenoma_norm-adj
896--S1-polyp_pre-lesion-ERX10332695-pe,polyp_pre-lesion
896--S1-polyp_norm-adj-ERX10332696-pe,polyp_norm-adj
896--S2-polyp_pre-lesion-ERX10332697-pe,polyp_pre-lesion
896--S2-polyp_norm-adj-ERX10332698-pe,polyp_norm-adj
896--S3-polyp_pre-lesion-ERX10332699-pe,polyp_pre-lesion
896--S3-polyp_norm-adj-ERX10332700-pe,polyp_norm-adj
896--S4-polyp_pre-lesion-ERX10332701-pe,polyp_pre-lesion
896--A5-adenoma_pre-lesion-ERX10332702-pe,adenoma_pre-lesion
896--S4-polyp_norm-adj-ERX10332703-pe,polyp_norm-adj
896--S6-polyp_pre-lesion-ERX10332704-pe,polyp_pre-lesion
896--S6-polyp_norm-adj-ERX10332705-pe,polyp_norm-adj
896--S7-polyp_pre-lesion-ERX10332706-pe,polyp_pre-lesion
896--S7-polyp_norm-adj-ERX10332707-pe,polyp_norm-adj
896--S8-polyp_pre-lesion-ERX10332708-pe,polyp_pre-lesion
896--S8-polyp_norm-adj-ERX10332709-pe,polyp_norm-adj
896--S9-polyp_pre-lesion-ERX10332710-pe,polyp_pre-lesion
896--S9-polyp_norm-adj-ERX10332711-pe,polyp_norm-adj
896--S10-polyp_pre-lesion-ERX10332712-pe,polyp_pre-lesion
